,iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,greenhouse_gas_emissions,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
2171,BRA,Brazil,1900,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15718016000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,18063384.0,,,,,,,,,,,,,,,,,,,,,,
2172,BRA,Brazil,1901,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,17288480000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,18469004.0,,,,,,,,,,,,,,,,,,,,,,
2173,BRA,Brazil,1902,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,17298222000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,18874521.0,,,,,,,,,,,,,,,,,,,,,,
2174,BRA,Brazil,1903,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,17645600000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,19279718.0,,,,,,,,,,,,,,,,,,,,,,
2175,BRA,Brazil,1904,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,17980866000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,19693613.0,,,,,,,,,,,,,,,,,,,,,,
2176,BRA,Brazil,1905,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,18502775000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,20116394.0,,,,,,,,,,,,,,,,,,,,,,
2177,BRA,Brazil,1906,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,20284011000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,20548251.0,,,,,,,,,,,,,,,,,,,,,,
2178,BRA,Brazil,1907,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,20275920000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,20989379.0,,,,,,,,,,,,,,,,,,,,,,
2179,BRA,Brazil,1908,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,20131335000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,21439977.0,,,,,,,,,,,,,,,,,,,,,,
2180,BRA,Brazil,1909,,0.094,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.094,4.285,,,,,,,,,,,,,,,,,,,,,,,,,21732246000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,21899583.0,,,,,,,,,,,,,,,,,,,,,,
2181,BRA,Brazil,1910,-100.0,-0.094,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,21993840000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,22368378.0,,,,,,,,,,,,,,,,,,,,,,
2182,BRA,Brazil,1911,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,24411212000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,22846544.0,,,,,,,,,,,,,,,,,,,,,,
2183,BRA,Brazil,1912,,0.063,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.063,2.681,,,,,,,,,,,,,,,,,,,,,,,,,24141056000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,23334267.0,,,,,,,,,,,,,,,,,,,,,,
2184,BRA,Brazil,1913,50.0,0.031,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.094,3.938,,,,,,,,,,,,,,,,,,,,,,,,,24748360000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,23831738.0,,,,,,,,,,,,,,,,,,,,,,
2185,BRA,Brazil,1914,-33.333,-0.031,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.063,2.57,,,,,,,,,,,,,,,,,,,,,,,,,24257644000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,24339814.0,,,,,,,,,,,,,,,,,,,,,,
2186,BRA,Brazil,1915,150.0,0.094,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.156,6.292,,,,,,,,,,,,,,,,,,,,,,,,,25364872000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,24858721.0,,,,,,,,,,,,,,,,,,,,,,
2187,BRA,Brazil,1916,200.0,0.313,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.469,18.482,,,,,,,,,,,,,,,,,,,,,,,,,26104092000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,25388691.0,,,,,,,,,,,,,,,,,,,,,,
2188,BRA,Brazil,1917,100.0,0.469,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.938,36.192,,,,,,,,,,,,,,,,,,,,,,,,,27944952000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,25929959.0,,,,,,,,,,,,,,,,,,,,,,
2189,BRA,Brazil,1918,93.333,0.876,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.814,68.518,,,,,,,,,,,,,,,,,,,,,,,,,27354357000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,26479919.0,,,,,,,,,,,,,,,,,,,,,,
2190,BRA,Brazil,1919,-3.448,-0.063,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.752,64.791,,,,,,,,,,,,,,,,,,,,,,,,,30967590000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,27037602.0,,,,,,,,,,,,,,,,,,,,,,
2191,BRA,Brazil,1920,9.643,0.169,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.921,69.583,,,,,,,,,,,,,,,,,,,,,,,,,34035768000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,27603092.0,,,,,,,,,,,,,,,,,,,,,,
2192,BRA,Brazil,1921,-2.28,-0.044,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.877,66.613,,,,,,,,,,,,,,,,,,,,,,,,,34737498000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,28176472.0,,,,,,,,,,,,,,,,,,,,,,
2193,BRA,Brazil,1922,1.0,0.019,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.896,65.919,,,,,,,,,,,,,,,,,,,,,,,,,37133142000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,28757825.0,,,,,,,,,,,,,,,,,,,,,,
2194,BRA,Brazil,1923,8.581,0.163,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.058,70.138,,,,,,,,,,,,,,,,,,,,,,,,,39232722000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,29347235.0,,,,,,,,,,,,,,,,,,,,,,
2195,BRA,Brazil,1924,12.158,0.25,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.309,77.085,,,,,,,,,,,,,,,,,,,,,,,,,39234360000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,29948725.0,,,,,,,,,,,,,,,,,,,,,,
2196,BRA,Brazil,1925,6.233,0.144,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.452,80.245,,,,,,,,,,,,,,,,,,,,,,,,,39370936000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,30562543.0,,,,,,,,,,,,,,,,,,,,,,
2197,BRA,Brazil,1926,-9.184,-0.225,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.227,71.412,,,,,,,,,,,,,,,,,,,,,,,,,40207947000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,31188942.0,,,,,,,,,,,,,,,,,,,,,,
2198,BRA,Brazil,1927,-3.933,-0.088,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.14,67.226,,,,,,,,,,,,,,,,,,,,,,,,,43147842000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,31828179.0,,,,,,,,,,,,,,,,,,,,,,
2199,BRA,Brazil,1928,-4.971,-0.106,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.033,62.601,,,,,,,,,,,,,,,,,,,,,,,,,48093128000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,32480517.0,,,,,,,,,,,,,,,,,,,,,,
2200,BRA,Brazil,1929,14.769,0.3,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.334,70.404,,,,,,,,,,,,,,,,,,,,,,,,,48189710000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,33146151.0,,,,,,,,,,,,,,,,,,,,,,
2201,BRA,Brazil,1930,3.217,0.075,,0.0,,0.0,,,,,,,,,,,,,,,,,,2.409,71.21,,,,,,,,,,,,,,,,,,,,,,,,,45316800000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,33825351.0,,,,,,,,,,,,,,,,,,,,,,
2202,BRA,Brazil,1931,28.312,0.682,,0.0,,0.0,,,,,,,,,,,,,,,,,,3.091,89.536,,,,,,,,,,,,,,,,,,,,,,,,,44327264000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,34518393.0,,,,,,,,,,,,,,,,,,,,,,
2203,BRA,Brazil,1932,9.514,0.294,,0.0,,0.0,,,,,,,,,,,,,,,,,,3.385,96.086,,,,,,,,,,,,,,,,,,,,,,,,,45863584000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,35225560.0,,,,,,,,,,,,,,,,,,,,,,
2204,BRA,Brazil,1933,19.408,0.657,,0.0,,0.0,,,,,,,,,,,,,,,,,,4.042,112.432,,,,,,,,,,,,,,,,,,,,,,,,,49478451000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,35947139.0,,,,,,,,,,,,,,,,,,,,,,
2205,BRA,Brazil,1934,13.158,0.532,,0.0,,0.0,,,,,,,,,,,,,,,,,,4.573,124.672,,,,,,,,,,,,,,,,,,,,,,,,,53550284000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,36683499.0,,,,,,,,,,,,,,,,,,,,,,
2206,BRA,Brazil,1935,14.911,0.682,,0.0,,0.0,,,,,,,,,,,,,,,,,,5.255,140.386,,,,,,,,,,,,,,,,,,,,,,,,,55056300000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,37434943.0,,,,,,,,,,,,,,,,,,,,,,
2207,BRA,Brazil,1936,-21.19,-1.114,,0.0,,0.0,,,,,,,,,,,,,,,,,,4.142,108.417,,,,,,,,,,,,,,,,,,,,,,,,,60316401000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,38201781.0,,,,,,,,,,,,,,,,,,,,,,
2208,BRA,Brazil,1937,15.257,0.632,,0.0,,0.0,,,,,,,,,,,,,,,,,,4.774,122.449,,,,,,,,,,,,,,,,,,,,,,,,,62286070000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,38984326.0,,,,,,,,,,,,,,,,,,,,,,
2209,BRA,Brazil,1938,18.48,0.882,,0.0,,0.0,,,,,,,,,,,,,,,,,,5.656,142.165,,,,,,,,,,,,,,,,,,,,,,,,,64865640000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,39782902.0,,,,,,,,,,,,,,,,,,,,,,
2210,BRA,Brazil,1939,15.819,0.895,,0.0,,0.0,,,,,,,,,,,,,,,,,,6.55,161.149,,,,,,,,,,,,,,,,,,,,,,,,,65550203000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,40648271.0,,,,,,,,,,,,,,,,,,,,,,
2211,BRA,Brazil,1940,27.603,1.808,,0.0,,0.0,,,,,,,,,,,,,,,,,,8.359,201.007,,,,,,,,,,,,,,,,,,,,,,,,,66193540000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,41583140.0,,,,,,,,,,,,,,,,,,,,,,
2212,BRA,Brazil,1941,5.389,0.45,,0.0,,0.0,,,,,,,,,,,,,,,,,,8.809,206.83,,,,,,,,,,,,,,,,,,,,,,,,,70802127000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,42590310.0,,,,,,,,,,,,,,,,,,,,,,
2213,BRA,Brazil,1942,26.065,2.296,,0.0,,0.047,,,,,,,,,,,,,,,,,,11.105,254.279,,,,,,,,,,,,,,,,,,,,,,,,,68221296000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,1.065,,,,,,,,,,,43672675.0,,,,,,,,,,,,,,,,,,,,,,
2214,BRA,Brazil,1943,17.07,1.896,,0.0,50.0,0.023,,,,,,,,,,,,,,,,,,13.001,289.98,,,,,,,,,,,,,,,,,,,,,,,,,77735959000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.556,,,,,,,,,,,44833224.0,,,,,,,,,,,,,,,,,,,,,,
2215,BRA,Brazil,1944,-8.181,-1.064,,0.0,33.333,0.023,,,,,,,,,,,,,,,,,,11.937,259.364,,,,,,,,,,,,,,,,,,,,,,,,,80576685000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,2.022,,,,,,,,,,,46024612.0,,,,,,,,,,,,,,,,,,,,,,
2216,BRA,Brazil,1945,8.648,1.032,,0.0,25.0,0.023,,,,,,,,,,,,,,,,,,12.969,274.499,,,,,,,,,,,,,,,,,,,,,,,,,82817280000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,2.461,,,,,,,,,,,47247661.0,,,,,,,,,,,,,,,,,,,,,,
2217,BRA,Brazil,1946,-8.49,-1.101,,0.104,-10.0,-0.012,,,,,,,,,,,,,,,,,,11.868,244.691,,,,,,,,,,,,,,,,,,,,,,,,,91503342000.0,,,,,,,,0.104,2.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,2.158,,,,,,,,,,,48503211.0,,,,,,,,,,,,,,,,,,,,,,
2218,BRA,Brazil,1947,5.377,0.638,-88.889,-0.093,44.444,0.047,,,,,,,,,,,,,,,,,,12.506,251.174,,,,,,,,,,,,,,,,,,,,,,,,,94744728000.0,,,,,,,,0.012,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,3.036,,,,,,,,,,,49792125.0,,,,,,,,,,,,,,,,,,,,,,
2219,BRA,Brazil,1948,1.301,0.163,200.001,0.023,46.154,0.07,,,,,,,,,,,,,,,,,,12.669,247.854,,,,,,,,,,,,,,,,,,,,,,,,,103940640000.0,,,,,,,,0.035,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,4.323,,,,,,,,,,,51115291.0,,,,,,,,,,,,,,,,,,,,,,
2220,BRA,Brazil,1949,5.136,0.651,66.666,0.023,-26.316,-0.058,,,,,,,,,,,,,,,,,,13.32,253.669,,,,,,,,,,,,,,,,,,,,,,,,,111894876000.0,,,,,,,,0.058,1.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,3.101,,,,,,,,,,,52508525.0,,,,,,,,,,,,,,,,,,,,,,
2221,BRA,Brazil,1950,-7.985,-1.064,0.0,0.0,214.286,0.349,,,,,,,,,,,,,,,,,,12.256,227.073,,,,,,,,,,,,,,,,,,,,,,,,,119498715700.0,,,,,,,,0.058,1.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,9.481,,,,,,,,,,,53974728.0,,,,,,,,,,,,,,,,,,,,,,
2222,BRA,Brazil,1951,0.204,0.025,60.0,0.035,104.545,0.535,,,,,,,,,,,,,,,,,,12.281,220.86,,,,,,,,,,,,,,,,,,,,,,,,,125334817428.0,,,,,,,,0.093,1.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.047,18.823,,,,,,,,,,,55606416.0,,,,,,,,,,,,,,,,,,,,,,
2223,BRA,Brazil,1952,-0.153,-0.019,-12.5,-0.012,8.889,0.093,,,,,,,,,,,,,,,,,,12.262,214.066,,,,,,,,,,,,,,,,,,,,,,,,,134544285120.0,,,,,,,,0.081,1.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,19.896,,,,,,,,,,,57283656.0,,,,,,,,,,,,,,,,,,,,,,
2224,BRA,Brazil,1953,3.265,0.4,285.715,0.232,21.429,0.244,,,,,,,,,,,,,,,,,,12.663,214.628,,,,,,,,,,,,,,,,,,,,,,,,,140888051226.0,,,,,,,,0.313,5.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.384,23.457,,,,,,,,,,,58999276.0,,,,,,,,,,,,,,,,,,,,,,
2225,BRA,Brazil,1954,1.532,0.194,133.333,0.417,8.403,0.116,,,,,,,,,,,,,,,,,,12.857,211.637,,,,,,,,,,,,,,,,,,,,,,,,,151832713289.0,,,,,,,,0.73,12.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,24.696,,,,,,,,,,,60749488.0,,,,,,,,,,,,,,,,,,,,,,
2226,BRA,Brazil,1955,10.365,1.333,-1.587,-0.012,104.651,1.57,,,,,,,,,,,,,,,,,,14.189,226.908,,,,,,,,,,,,,,,,,,,,,,,,,165244235550.0,,,,,,,,0.718,11.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,49.099,,,,,,,,,,,62533920.0,,,,,,,,,,,,,,,,,,,,,,
2227,BRA,Brazil,1956,-1.499,-0.213,35.484,0.255,101.136,3.105,,,,,,,,,,,,,,,,,,13.977,217.179,,,,,,,,,,,,,,,,,,,,,,,,,170024682624.0,,,,,,,,0.973,15.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.176,95.959,,,,,,,,,,,64355712.0,,,,,,,,,,,,,,,,,,,,,,
2228,BRA,Brazil,1957,-7.207,-1.007,88.095,0.857,148.776,9.188,,,,,,,,,,,,,,,,,,12.969,195.85,,,,,,,,,,,,,,,,,,,,,,,,,183084420603.0,,,,,,,,1.83,27.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.363,231.998,,,,,,,,,,,66221468.0,,,,,,,,,,,,,,,,,,,,,,
2229,BRA,Brazil,1958,8.056,1.045,89.873,1.645,87.207,13.398,,,,,,,,,,,,,,,,,,14.014,205.667,,,,,,,,,,,,,,,,,,,,,,,,,202937305065.0,,,,,,,,3.475,50.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.761,422.084,,,,,,,,,,,68140432.0,,,,,,,,,,,,,,,,,,,,,,
2230,BRA,Brazil,1959,4.018,0.563,42.333,1.471,24.666,7.094,,,,,,,,,,,,,,,,,,14.577,207.881,,,,,,,,,,,,,,,,,,,,,,,,,222726629928.0,,,,,,,,4.946,70.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.855,511.318,,,,,,,,,,,70123376.0,,,,,,,,,,,,,,,,,,,,,,
2231,BRA,Brazil,1960,0.0,0.0,25.293,1.251,25.527,9.153,,,,,,,,,,,,,,,,,,14.577,201.96,,,,,,,,,,,,,,,,,,,,,,,,,243618964380.0,,,,,,,,6.197,85.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.008,623.561,,,,,,,,,,,72179232.0,,,,,,,,,,,,,,,,,,,,,,
2232,BRA,Brazil,1961,2.575,0.375,-1.495,-0.093,17.545,7.897,,,,,,,,,,,,,,,,,,14.953,201.217,,,,,,,,,,,,,,,,,,,,,,,,,264690953670.0,,,,,,,,6.104,82.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.905,711.936,,,,,,,,,,,74311336.0,,,,,,,,,,,,,,,,,,,,,,
2233,BRA,Brazil,1962,4.937,0.738,-3.036,-0.185,-4.001,-2.117,,,,,,,,,,,,,,,,,,15.691,205.072,,,,,,,,,,,,,,,,,,,,,,,,,282182176290.0,,,,,,,,5.919,77.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.788,663.774,,,,,,,,,,,76514328.0,,,,,,,,,,,,,,,,,,,,,,
2234,BRA,Brazil,1963,12.759,2.002,-1.566,-0.093,6.916,3.512,,,,,,,,,,,,,,,,,,17.693,224.608,,,,,,,,,,,,,,,,,,,,,,,,,283741034554.0,,,,,,,,5.826,73.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.301,689.332,,,,,,,,,,,78772648.0,,,,,,,,,,,,,,,,,,,,,,
2235,BRA,Brazil,1964,5.728,1.014,5.765,0.336,-6.768,-3.675,,,,,,,,,,,,,,,,,,18.707,230.761,,,,,,,,,,,,,,,,,,,,,,,,,293385657143.0,,,,,,,,6.162,76.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.625,624.507,,,,,,,,,,,81064568.0,,,,,,,,,,,,,,,,,,,,,,
2236,BRA,Brazil,1965,4.916,0.92,28.571,1.761,15.901,8.05,,,,,,,,,,,,,7.493,,20.178,,242.02,19.626,235.401,,,,,,25.515,0.0,,,0.0,25.515,0.0,0.0,,,0.896,3230.007,,73.681,,198.422,2379.919,,,300547048236.0,,,0.191,,0.513,,6.158,7.923,95.026,,,26.319,,70.875,306.032,850.091,,25.515,306.032,,26.319,,70.875,850.091,,,,,0.0,,0.0,0.0,0.0,,,65.998,,177.731,,2131.74,58.676,703.767,,0.0,,0.0,,0.0,,,0.0,,83373528.0,269.297,306.032,,,26.319,,70.875,850.091,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0
2237,BRA,Brazil,1966,16.863,3.31,15.351,1.216,22.082,12.957,9.091,24.482,,,,,,,,,,8.357,7.442,1.686,21.864,,255.138,22.936,267.64,,,,,,27.906,0.0,,,0.0,27.906,0.0,0.0,,,0.916,3428.134,8.991,73.614,17.84,216.263,2523.587,,,320583731427.0,,16.941,0.204,0.087,0.6,,7.006,9.139,106.642,,9.371,26.386,6.642,77.517,325.638,904.55,,27.906,325.638,9.371,26.386,6.642,77.517,904.55,,,,,0.0,0.0,0.0,0.0,0.0,,9.04,65.967,16.067,193.798,,2261.443,71.633,835.886,,0.0,,0.0,0.0,0.0,,,0.0,,85696496.0,293.779,325.638,,9.371,26.386,6.642,77.517,904.55,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
